X(m),Y(m)
1.3, 89
1.3, 87.2
1.3, 85.4
1.3, 83.6
1.3, 81.8
1.3, 80
1.3, 78.2
1.3, 76.4
1.3, 74.6
1.3, 72.8
1.3, 70.8
1.3, 69
1.3, 67.2
1.3, 65.4
1.3, 63.6
1.3, 61.8
1.3, 60
1.3, 58.2
1.3, 56.4
1.3, 54.6
1.3, 52.8
1.3, 51
1.3, 49.2
1.3, 47.4
1.3, 45.6
1.3, 43.8
