X(m),Y(m)
74.05,42.8
74.05,44.6
74.05,46.4
74.05,48.2
74.05,50
74.05,51.8
74.05,53.6
74.05,55.4
74.05,57.2
74.05,59
74.05,60.8
74.05,62.6
74.05,64.4
74.05,66.2
74.05,68
74.05,69.8
74.05,71.6
74.05,73.4
74.05,75.2
74.05,77
74.05,78.8
74.05,80.55
74.05,82.25
74.05,83.95
74.05,85.8
74.05,87.4
74.05,89
