Error(m)
0.0
0.047
0.103
0.3
1.17
1.341
1.219
1.218
1.223
1.238
1.246
1.316
1.385
1.425
1.767
1.855
1.892
2.081
2.152
2.358
2.42
2.466
2.578
2.925
3.052
3.191
3.305
3.5
3.83
3.898
4.183
4.331
4.759
4.796
4.803
4.827
4.856
4.88
4.912
4.988
5.023
5.066
5.104
5.131
5.175
5.215
5.262
5.327
5.418
5.447
5.488
5.535
5.634
5.682
5.704
5.749
5.72
5.702
5.753
5.852
5.99
6.074
6.139
6.161
6.219
6.262
6.318
6.336
6.408
6.398
6.278
6.157
6.049
5.795
5.6
5.378
5.09
4.843
4.22
4.048
3.902
3.491
3.378
3.032
2.983
2.934
3.038
3.155
3.299
3.39
3.515
3.599
3.998
4.191
4.796
5.129
5.709
5.962
6.31
