timestamp,acce_x
38014804.516,-0.20350647
38014804.521,5.7891846
38014804.526,0.10774231
38014804.535,-0.20111084
38014804.541,-0.26574707
38014804.546,-2.3918
38014804.551,-1.0582275
38014804.556,1.9105835
38014804.56,1.3575134
38014804.566,3.6296082
38014804.569,3.0885315
38014804.575,5.647934
38014804.58,-0.39024353
38014804.585,3.3327332
38014804.59,-4.218582
38014804.595,2.138031
38014804.6,3.0813446
38014804.605,-4.000702
38014804.61,1.2952728
38014804.614,-1.0294952
38014804.618,-1.608902
38014804.625,-0.61769104
38014804.629,-2.384613
38014804.635,0.46687317
38014804.639,0.07661438
38014804.645,3.5529938
38014804.649,0.8547363
38014804.654,0.62968445
38014804.658,5.0134583
38014804.664,-0.43095398
38014804.668,-4.3550415
38014804.674,2.3511047
38014804.677,-4.661499
38014804.684,-1.6495972
38014804.687,-4.0581665
38014804.693,-0.12210083
38014804.697,-0.68473816
38014804.702,-2.4372864
38014804.707,-0.2561798
38014804.712,-3.138794
38014804.717,2.913742
38014804.722,-1.154007
38014804.726,-1.6376343
38014804.733,1.015152
38014804.738,-3.9911346
38014804.747,-2.925705
38014804.757,-4.809952
38014804.762,-3.210617
38014804.767,-3.8211365
38014804.771,-1.450882
38014804.777,-1.2976532
38014804.781,-3.1531525
38014804.786,-1.4700317
38014804.791,-2.992752
38014804.796,-6.363785
38014804.802,4.893753
38014804.807,-4.563339
38014804.811,-1.4484863
38014804.817,2.2816772
38014804.82,-8.463501
38014804.826,0.9098053
38014804.83,-4.402939
38014804.836,-3.2824402
38014804.84,0.746994
38014804.846,-0.31123352
38014804.85,-1.7836761
38014804.855,-0.5722046
38014804.86,1.948883
38014804.865,-5.305542
38014804.869,-3.6559448
38014804.875,-1.0510559
38014804.879,-5.056549
38014804.885,2.9472656
38014804.889,-4.6902313
38014804.894,4.0366364
38014804.898,1.1157074
38014804.904,-4.5274353
38014804.908,1.3766785
38014804.914,-3.8809967
38014804.918,-4.558548
38014804.924,-2.2888489
38014804.929,-8.628693
38014804.934,2.9353027
38014804.939,-5.487503
38014804.944,4.2951965
38014804.948,-4.7429047
38014804.958,-1.663971
38014804.968,-0.8379669
38014804.972,-1.0175323
38014804.977,-3.1196442
38014804.982,1.8507233
38014804.987,-6.579254
38014804.992,0.8619232
38014804.997,-6.423645
38014805.001,-0.82598877
38014805.006,-5.901703
38014805.011,-0.39024353
38014805.017,-6.54335
38014805.022,0.99360657
38014805.031,-2.5905151
38014805.032,-0.61769104
38014805.037,-1.4700317
38014805.041,-0.46925354
38014805.046,-1.5705872
38014805.051,-0.885849
38014805.055,-2.9185333
38014805.06,0.53630066
38014805.065,-5.664673
38014805.07,3.3973846
38014805.075,-7.395691
38014805.08,4.97995
