timestamp,gyro_z
38014748.646,0.0001373291
38014748.655,0.0001373291
38014748.656,0.0001373291
38014748.662,0.0001373291
38014748.666,0.0001373291
38014748.671,0.0012054443
38014748.676,0.0001373291
38014748.683,-0.00093078613
38014748.688,-0.00093078613
38014748.691,-0.00093078613
38014748.697,0.0012054443
38014748.702,0.0012054443
38014748.706,0.0012054443
38014748.71,-0.00093078613
38014748.718,0.0001373291
38014748.72,-0.00093078613
38014748.725,0.0012054443
38014748.73,0.0012054443
38014748.734,0.0001373291
38014748.74,0.0001373291
38014748.744,-0.00093078613
38014748.75,0.0001373291
38014748.754,0.0001373291
38014748.759,0.0001373291
38014748.765,0.0001373291
38014748.769,-0.00093078613
38014748.774,-0.0019989014
38014748.779,-0.00093078613
38014748.785,-0.00093078613
38014748.789,0.0012054443
38014748.793,0.0001373291
38014748.799,-0.00093078613
38014748.803,-0.00093078613
38014748.809,-0.0019989014
38014748.814,-0.0019989014
38014748.823,0.0001373291
38014748.835,0.0001373291
38014748.838,-0.00093078613
38014748.843,-0.0019989014
38014748.849,-0.00093078613
38014748.853,-0.00093078613
38014748.858,0.0001373291
38014748.865,-0.00093078613
38014748.869,-0.0019989014
38014748.873,-0.00093078613
38014748.878,-0.00093078613
38014748.883,0.0001373291
38014748.888,0.0012054443
38014748.893,0.0001373291
38014748.898,-0.00093078613
38014748.903,0.0001373291
38014748.907,0.0001373291
38014748.911,0.0001373291
38014748.917,0.0001373291
38014748.922,0.0001373291
38014748.926,-0.00093078613
38014748.931,0.0022735596
38014748.936,-0.00093078613
38014748.941,0.0001373291
38014748.947,-0.00093078613
38014748.952,-0.00093078613
38014748.956,-0.00093078613
38014748.961,0.0001373291
38014748.965,0.0001373291
38014748.971,0.0001373291
38014748.975,0.0001373291
38014748.981,-0.00093078613
38014748.985,-0.00093078613
38014748.99,0.0001373291
38014748.995,0.0001373291
38014749.001,-0.00093078613
38014749.005,-0.00093078613
38014749.01,0.0001373291
38014749.016,-0.00093078613
38014749.02,-0.00093078613
38014749.025,-0.00093078613
38014749.032,-0.0019989014
38014749.04,-0.0019989014
38014749.045,0.0001373291
38014749.052,0.0012054443
38014749.056,0.0001373291
38014749.06,0.0001373291
38014749.066,-0.00093078613
38014749.07,0.0001373291
38014749.075,0.0012054443
38014749.079,0.0001373291
38014749.084,0.0012054443
38014749.089,0.0012054443
38014749.093,-0.00093078613
38014749.099,-0.00093078613
38014749.103,-0.00093078613
38014749.108,-0.0019989014
38014749.113,0.0012054443
38014749.118,-0.00093078613
38014749.123,0.0001373291
38014749.128,0.0001373291
38014749.133,-0.00093078613
38014749.138,-0.00093078613
38014749.143,0.0001373291
38014749.151,-0.00093078613
38014749.154,-0.00093078613
38014749.158,0.0001373291
38014749.164,0.0001373291
38014749.169,0.0012054443
38014749.173,-0.00093078613
38014749.178,-0.00093078613
38014749.185,0.0001373291
38014749.187,-0.00093078613
38014749.193,0.0001373291
38014749.198,0.0001373291
38014749.203,0.0012054443
38014749.207,-0.00093078613
38014749.212,0.0001373291
38014749.218,-0.00093078613
38014749.221,0.0001373291
38014749.226,0.0001373291
38014749.231,0.0012054443
38014749.237,-0.00093078613
38014749.242,0.0001373291
38014749.247,0.0001373291
38014749.256,0.0001373291
38014749.266,-0.00093078613
38014749.271,-0.00093078613
38014749.275,0.0001373291
38014749.282,-0.00093078613
38014749.286,0.0001373291
38014749.291,-0.00093078613
38014749.296,-0.00093078613
38014749.302,0.0001373291
38014749.306,0.0001373291
38014749.31,-0.0019989014
38014749.316,-0.00093078613
38014749.32,-0.00093078613
38014749.326,-0.00093078613
38014749.33,-0.00093078613
38014749.336,-0.00093078613
38014749.341,-0.00093078613
38014749.345,0.0001373291
38014749.35,0.0001373291
38014749.356,0.0001373291
38014749.36,-0.00093078613
38014749.365,-0.00093078613
38014749.369,0.0001373291
38014749.375,0.0001373291
38014749.379,0.0001373291
38014749.385,0.0001373291
38014749.389,-0.00093078613
38014749.394,0.0001373291
38014749.399,0.0001373291
38014749.406,0.0001373291
38014749.409,0.0001373291
38014749.415,0.0001373291
38014749.418,0.0001373291
38014749.424,-0.00093078613
38014749.429,-0.00093078613
38014749.434,0.0012054443
38014749.438,0.0001373291
38014749.443,-0.00093078613
38014749.448,0.0001373291
38014749.453,-0.00093078613
38014749.458,-0.00093078613
38014749.468,-0.00093078613
38014749.478,0.0012054443
38014749.483,-0.00093078613
38014749.488,-0.00093078613
38014749.493,0.0001373291
38014749.498,0.0012054443
38014749.503,0.0022735596
38014749.508,0.0001373291
38014749.513,0.0001373291
38014749.518,-0.00093078613
38014749.522,0.0001373291
38014749.528,0.0001373291
38014749.532,0.0001373291
38014749.538,-0.00093078613
38014749.542,-0.00093078613
38014749.548,-0.00093078613
38014749.552,0.0001373291
38014749.558,0.0001373291
38014749.562,0.0012054443
38014749.566,0.0001373291
38014749.572,0.0012054443
38014749.576,0.0001373291
38014749.581,0.0012054443
38014749.587,-0.00093078613
38014749.591,0.0001373291
38014749.596,-0.00093078613
38014749.601,0.0001373291
38014749.606,0.0012054443
38014749.61,-0.00093078613
38014749.616,0.0001373291
38014749.621,0.0001373291
38014749.626,0.0001373291
38014749.63,0.0001373291
38014749.635,-0.00093078613
38014749.64,0.0012054443
38014749.646,0.0001373291
38014749.65,0.0001373291
38014749.656,0.0001373291
38014749.66,0.0001373291
38014749.665,0.0001373291
38014749.671,0.0001373291
38014749.68,-0.00093078613
38014749.69,0.0001373291
38014749.695,-0.00093078613
38014749.7,-0.00093078613
38014749.704,-0.0030517578
38014749.71,0.0001373291
38014749.715,-0.00093078613
38014749.72,0.0001373291
38014749.724,-0.00093078613
38014749.729,0.0001373291
38014749.734,-0.00093078613
38014749.739,0.0012054443
38014749.744,0.0001373291
38014749.749,-0.00093078613
38014749.753,0.0001373291
38014749.759,0.0001373291
38014749.763,-0.0019989014
38014749.768,0.0001373291
38014749.774,-0.00093078613
38014749.777,0.0001373291
38014749.783,0.0001373291
38014749.787,0.0012054443
38014749.792,0.0001373291
38014749.797,-0.00093078613
38014749.802,0.0001373291
38014749.807,-0.00093078613
38014749.811,0.0001373291
38014749.817,0.0012054443
38014749.821,0.0001373291
38014749.827,0.0001373291
38014749.831,0.0001373291
38014749.836,0.0001373291
38014749.841,0.0001373291
38014749.846,0.0001373291
38014749.851,0.0001373291
38014749.857,0.0001373291
38014749.861,0.0012054443
38014749.866,0.0022735596
38014749.871,-0.00093078613
38014749.877,0.0022735596
38014749.881,0.0001373291
38014749.887,0.0012054443
38014749.892,0.0001373291
38014749.902,0.0001373291
38014749.907,0.0001373291
38014749.911,-0.00093078613
38014749.916,-0.00093078613
38014749.921,0.0001373291
38014749.926,0.0001373291
38014749.931,0.0001373291
38014749.935,-0.00093078613
38014749.941,-0.00093078613
38014749.946,0.0001373291
38014749.951,0.0012054443
38014749.955,-0.00093078613
38014749.96,0.0001373291
38014749.965,0.0001373291
38014749.971,0.0001373291
38014749.975,-0.00093078613
38014749.981,0.0001373291
38014749.985,0.0001373291
38014749.991,0.0001373291
38014749.994,0.0001373291
38014749.999,-0.00093078613
38014750.004,0.0012054443
38014750.01,-0.00093078613
38014750.015,-0.00093078613
38014750.019,0.0001373291
38014750.024,-0.00093078613
38014750.029,-0.00093078613
38014750.034,-0.00093078613
38014750.039,-0.00093078613
38014750.043,0.0001373291
38014750.049,0.0012054443
38014750.053,0.0012054443
38014750.058,-0.00093078613
38014750.063,0.0001373291
38014750.068,0.0001373291
38014750.073,0.0012054443
38014750.078,-0.00093078613
38014750.084,0.0001373291
38014750.089,-0.00093078613
38014750.093,0.0001373291
38014750.098,0.0001373291
38014750.103,-0.00093078613
38014750.113,-0.00093078613
38014750.118,0.0001373291
38014750.123,-0.00093078613
38014750.128,0.0001373291
38014750.133,0.0001373291
38014750.138,0.0001373291
38014750.143,0.0001373291
38014750.147,0.0012054443
38014750.153,0.0001373291
38014750.157,0.0001373291
38014750.162,0.0001373291
38014750.167,-0.00093078613
38014750.172,0.0001373291
38014750.177,0.0001373291
38014750.182,-0.00093078613
38014750.186,0.0001373291
38014750.192,-0.00093078613
38014750.196,-0.00093078613
38014750.202,-0.00093078613
38014750.206,0.0001373291
38014750.211,-0.00093078613
38014750.216,-0.00093078613
38014750.221,-0.00093078613
38014750.226,0.0001373291
38014750.231,0.0001373291
38014750.236,0.0001373291
38014750.241,-0.00093078613
38014750.245,0.0012054443
38014750.25,0.0001373291
38014750.255,-0.00093078613
38014750.26,0.0001373291
38014750.265,-0.00093078613
38014750.27,-0.00093078613
38014750.275,0.0001373291
38014750.28,-0.00093078613
38014750.284,-0.00093078613
38014750.29,0.0001373291
38014750.295,0.0001373291
38014750.3,0.0012054443
38014750.307,-0.0019989014
38014750.309,-0.00093078613
38014750.315,0.0001373291
38014750.325,0.0012054443
38014750.329,0.0001373291
38014750.335,0.0012054443
38014750.339,0.0012054443
38014750.344,0.0001373291
38014750.349,0.0012054443
38014750.354,-0.00093078613
38014750.358,0.0001373291
38014750.364,0.0001373291
38014750.369,0.0001373291
38014750.374,0.0001373291
38014750.378,-0.00093078613
38014750.383,0.0001373291
38014750.388,0.0012054443
38014750.394,0.0001373291
38014750.398,-0.00093078613
38014750.403,-0.00093078613
38014750.407,-0.00093078613
38014750.412,-0.00093078613
38014750.417,0.0012054443
38014750.422,0.0001373291
38014750.427,0.0001373291
38014750.433,-0.00093078613
38014750.437,0.0001373291
38014750.442,0.0001373291
38014750.447,0.0012054443
38014750.452,0.0012054443
38014750.456,-0.00093078613
38014750.462,-0.00093078613
38014750.466,0.0001373291
38014750.472,0.0001373291
38014750.477,0.0001373291
38014750.482,0.0001373291
38014750.486,0.0001373291
38014750.491,0.0001373291
38014750.496,-0.00093078613
38014750.501,0.0001373291
38014750.505,-0.00093078613
38014750.511,-0.00093078613
38014750.517,0.0012054443
38014750.521,-0.00093078613
38014750.526,-0.00093078613
38014750.536,-0.0019989014
38014750.541,0.0001373291
38014750.546,0.0001373291
38014750.55,-0.00093078613
38014750.556,0.0001373291
38014750.56,0.0012054443
38014750.565,0.0001373291
38014750.57,0.0001373291
38014750.575,-0.00093078613
38014750.58,0.0001373291
38014750.585,-0.00093078613
38014750.59,-0.00093078613
38014750.595,-0.00093078613
38014750.6,0.0001373291
38014750.605,0.0001373291
38014750.61,-0.0019989014
38014750.614,0.0001373291
38014750.619,-0.00093078613
38014750.624,0.0001373291
38014750.629,-0.00093078613
38014750.635,0.0001373291
38014750.639,-0.00093078613
38014750.644,-0.00093078613
38014750.648,0.0001373291
38014750.654,0.0001373291
38014750.658,0.0001373291
38014750.663,0.0001373291
38014750.668,0.0012054443
38014750.674,-0.00093078613
38014750.678,0.0012054443
38014750.683,0.0001373291
38014750.687,-0.00093078613
38014750.693,0.0001373291
38014750.698,0.0001373291
38014750.703,-0.00093078613
38014750.708,0.0001373291
38014750.713,0.0001373291
38014750.718,0.0001373291
38014750.722,0.0012054443
38014750.728,0.0012054443
38014750.732,0.0001373291
38014750.738,-0.00093078613
38014750.748,0.0012054443
38014750.752,0.0001373291
38014750.758,0.0001373291
38014750.762,0.0001373291
38014750.767,-0.00093078613
38014750.772,0.0001373291
38014750.778,0.0012054443
38014750.783,-0.00093078613
38014750.786,0.0001373291
38014750.793,0.0012054443
38014750.796,0.0001373291
38014750.803,0.0001373291
38014750.807,-0.00093078613
38014750.81,-0.00093078613
38014750.815,0.0001373291
38014750.82,-0.00093078613
38014750.825,0.0001373291
38014750.83,-0.0019989014
38014750.835,-0.00093078613
38014750.84,0.0012054443
38014750.845,0.0001373291
38014750.85,-0.00093078613
38014750.854,0.0012054443
38014750.861,0.0001373291
38014750.865,-0.00093078613
38014750.87,-0.0019989014
38014750.875,0.0001373291
38014750.88,0.0001373291
38014750.885,0.0012054443
38014750.89,-0.00093078613
38014750.895,0.0001373291
38014750.899,0.0012054443
38014750.904,0.0001373291
38014750.908,0.0001373291
38014750.914,0.0001373291
