timestamp,acce_x
38014922.346,0.0047912598
38014922.351,-1.237793
38014922.356,-2.8155823
38014922.362,-0.96965027
38014922.367,-1.4293365
38014922.371,0.4477234
38014922.375,-1.7525482
38014922.382,-0.81163025
38014922.386,-2.4756012
38014922.392,-2.700653
38014922.396,-0.59375
38014922.4,-2.3918
38014922.405,-1.2976532
38014922.41,-3.5290527
38014922.415,-0.5458679
38014922.422,-1.4868011
38014922.424,-0.8714905
38014922.431,-0.07421875
38014922.434,-1.3886261
38014922.44,-1.1372375
38014922.446,-1.4700317
38014922.451,-0.7230377
38014922.455,-3.7565002
38014922.459,0.24421692
38014922.466,-1.7860718
38014922.476,-1.8028259
38014922.484,-1.2497711
38014922.49,-2.9352875
38014922.495,0.16041565
38014922.5,-1.4796143
38014922.506,-1.0414734
38014922.509,-2.0374603
38014922.514,-1.6903076
38014922.52,-0.22265625
38014922.525,-3.1244202
38014922.529,-0.7781067
38014922.535,-1.371872
38014922.539,-0.6512146
38014922.545,-0.64642334
38014922.548,-1.6376343
38014922.555,-1.7980347
38014922.558,-1.154007
38014922.565,-0.82598877
38014922.569,-0.7948761
38014922.575,-1.098938
38014922.577,-1.0486603
38014922.584,-1.771698
38014922.588,-1.6783295
38014922.594,-1.4006042
38014922.598,-1.0055542
38014922.604,-1.0127411
38014922.607,-1.4532776
38014922.613,-1.7501526
38014922.618,-0.98880005
38014922.623,3.485962
38014922.626,2.4971619
38014922.633,1.0917664
38014922.636,1.8722687
38014922.643,1.6328583
38014922.646,2.5163116
38014922.651,2.403778
38014922.657,0.51475525
38014922.663,4.7333374
38014922.667,1.1635895
38014922.672,3.7349548
38014922.676,3.2417603
38014922.682,3.960022
38014922.686,5.015854
38014922.697,5.7006073
38014922.702,3.7110138
38014922.707,4.414917
38014922.712,3.0023346
38014922.717,6.3350677
38014922.722,4.0055084
38014922.727,-0.29208374
38014922.731,4.2545013
38014922.737,2.410965
38014922.74,3.1771088
38014922.746,3.016693
38014922.751,4.6040497
38014922.757,2.853897
38014922.761,1.2114716
38014922.765,5.181061
38014922.771,1.094162
38014922.776,6.0812836
38014922.781,5.1762695
38014922.786,2.671936
38014922.79,5.355835
38014922.796,5.070923
38014922.799,2.9185333
38014922.806,6.6080017
38014922.81,2.8730469
38014922.816,3.6391907
38014922.818,5.161911
38014922.824,2.600113
38014922.829,5.0110626
38014922.834,1.7334137
38014922.838,1.1396484
38014922.845,3.375824
38014922.847,-0.49319458
38014922.855,6.3949127
38014922.857,1.8555145
38014922.865,0.99121094
38014922.867,5.743698
38014922.874,1.4317322
38014922.877,-1.154007
38014922.883,2.7437592
38014922.889,1.6735535
38014922.894,1.3311768
38014922.899,1.4652557
38014922.909,1.098938
38014922.917,-1.7645264
38014922.924,0.667984
38014922.928,-2.700653
38014922.933,-2.0590057
38014922.938,-0.20828247
38014922.943,-3.3853912
38014922.948,-2.2289886
38014922.952,-2.0805511
38014922.958,-4.5801086
38014922.961,-3.8163452
38014922.967,-4.84346
38014922.973,-1.1994934
38014922.978,-3.4069366
38014922.982,-2.4660187
38014922.988,2.2744904
38014922.992,-4.8362885
38014922.998,7.082062
38014923.001,-6.6199646
38014923.006,7.9583282
38014923.012,-8.9279785
38014923.017,4.3023834
38014923.021,-8.384491
38014923.027,-0.37348938
38014923.032,-5.9040985
38014923.037,-1.4389038
38014923.041,0.80685425
38014923.045,-6.0668945
38014923.049,1.6376343
38014923.055,-5.111618
38014923.06,-0.84036255
38014923.066,-3.3925781
38014923.069,-0.5913696
38014923.075,-1.8028259
38014923.079,-2.7126312
38014923.086,1.3311768
38014923.09,-4.649536
38014923.095,0.98402405
38014923.1,-4.412506
38014923.105,-2.8514862
38014923.109,2.659958
38014923.115,-6.708542
38014923.12,1.197113
38014923.13,-3.4979248
38014923.135,0.89782715
38014923.14,-1.5227051
38014923.145,-4.704605
38014923.149,0.6272888
38014923.155,-0.9002075
38014923.16,-5.4252625
38014923.163,1.5849609
38014923.168,-4.1251984
38014923.175,-2.6503754
38014923.179,1.9201508
38014923.184,-4.7261505
38014923.189,-1.687912
38014923.194,0.7661438
38014923.199,-6.3757477
38014923.204,0.3998413
38014923.209,-2.15477
38014923.212,-1.261734
38014923.219,-1.6376343
38014923.221,-0.49319458
38014923.229,-1.9919739
38014923.233,-1.0582275
38014923.237,-0.2059021
38014923.242,-0.10055542
38014923.246,-2.7174072
38014923.252,-2.5402374
38014923.258,1.9345245
38014923.262,-2.3965912
38014923.268,-1.3575134
38014923.271,2.011139
38014923.276,-2.0111237
38014923.282,-0.98161316
38014923.288,-2.3175812
38014923.29,2.4875793
38014923.297,-2.6623535
38014923.3,-2.6312256
38014923.307,-0.21546936
38014923.312,0.10055542
38014923.317,-1.5346832
38014923.322,-4.1683044
38014923.326,-0.5817871
38014923.331,-0.4524994
38014923.342,-2.3870087
38014923.352,-1.5681915
38014923.356,-0.7206421
38014923.361,-4.4963074
38014923.366,-0.4118042
38014923.371,-2.8778229
38014923.376,0.32322693
38014923.381,-3.1651306
38014923.385,-1.3239899
38014923.391,-0.75416565
38014923.396,-1.5035553
38014923.401,-1.4460907
38014923.405,-1.5131226
38014923.41,0.51475525
38014923.415,-2.2792816
38014923.42,0.3327942
38014923.425,-2.7653046
38014923.431,-1.3982086
38014923.434,-0.20111084
38014923.439,-2.0829468
38014923.443,-0.13406372
38014923.45,-0.7493744
38014923.454,-1.6041107
38014923.46,-1.0175323
38014923.465,-2.3079987
38014923.47,-0.9002075
38014923.473,-1.2401886
38014923.478,-1.4628448
38014923.483,-1.5562286
38014923.489,-1.6711426
38014923.493,-1.0702057
38014923.498,-2.6360168
38014923.503,-1.3862305
38014923.509,-2.111679
38014923.512,-1.0294952
38014923.519,-1.103714
38014923.522,-1.4700317
38014923.529,-1.5921326
38014923.533,-1.711853
38014923.539,-1.2928619
38014923.543,-1.2928619
38014923.548,-2.3103943
38014923.552,-1.1683655
38014923.563,-0.6895294
38014923.566,-1.5681915
38014923.572,-1.4963684
38014923.578,-1.6950836
38014923.583,-2.4109497
38014923.588,-1.5442505
38014923.592,-1.9273224
38014923.596,-1.6424103
38014923.603,-1.2545624
38014923.606,-0.9457092
38014923.611,-0.78289795
38014923.617,-0.4381256
38014923.621,-0.6655884
38014923.627,-1.2282257
38014923.632,-1.3742676
38014923.636,-2.5833435
38014923.641,-1.6495972
38014923.647,-1.8387451
38014923.655,-1.2186432
38014923.662,-1.2521667
38014923.666,-1.3287811
38014923.67,-1.316803
38014923.675,-0.93133545
38014923.679,-1.0558319
38014923.684,-0.37828064
38014923.691,-1.6615753
38014923.696,-1.7453613
38014923.701,-2.4253235
38014923.705,-2.0302734
38014923.711,-1.7262115
38014923.713,-1.5825653
38014923.721,-1.1372375
38014923.723,-0.64881897
38014923.729,-0.3184204
38014923.733,-0.3327942
38014923.74,0.16041565
38014923.745,-0.09815979
38014923.749,-0.04548645
38014923.753,-0.11491394
38014923.758,0.05267334
38014923.764,0.09817505
38014923.768,0.26576233
38014923.775,0.4118042
38014923.783,0.6967163
38014923.788,0.62249756
38014923.793,0.60813904
38014923.798,0.4477234
38014923.803,0.22267151
38014923.808,-0.0287323
38014923.813,-0.20350647
38014923.818,-0.4046173
38014923.822,-0.6081238
38014923.827,-0.61769104
38014923.832,-0.59375
38014923.837,-0.5746002
38014923.842,-0.509964
38014923.847,-0.3327942
38014923.852,-0.22984314
38014923.858,-0.18434143
38014923.862,-0.0335083
38014923.867,0.014373779
38014923.872,-0.22505188
38014923.877,-0.17237854
38014923.881,-0.07421875
38014923.886,-0.15562439
38014923.891,-0.13166809
38014923.896,-0.08139038
38014923.901,-0.12449646
38014923.905,-0.25138855
38014923.911,-0.1771698
38014923.915,-0.0287323
38014923.921,-0.29208374
38014923.925,-0.13406372
38014923.931,-0.09336853
38014923.935,-0.22505188
38014923.941,-0.29447937
38014923.945,-0.15322876
38014923.951,-0.0909729
38014923.956,-0.38067627
38014923.96,-0.18196106
38014923.965,-0.14125061
38014923.97,-0.28012085
38014923.976,-0.28012085
38014923.98,-0.10295105
38014923.986,-0.18434143
38014923.996,-0.0143585205
38014924.001,-0.007171631
38014924.006,-0.2561798
38014924.011,-0.10055542
38014924.016,0.0047912598
38014924.019,-0.21307373
38014924.025,-0.23701477
38014924.031,-0.04069519
38014924.036,-0.23461914
38014924.04,-0.38067627
38014924.046,-0.18673706
38014924.049,-0.11251831
38014924.058,-0.42855835
38014924.058,-0.22026062
38014924.064,-0.06463623
38014924.07,-0.29927063
38014924.075,-0.22265625
38014924.079,0.0574646
38014924.084,-0.28729248
38014924.09,-0.10295105
38014924.095,-0.12210083
38014924.099,-0.2059021
38014924.105,-0.13166809
38014924.108,-0.2106781
38014924.113,-0.23701477
38014924.119,-0.24420166
38014924.125,-0.07182312
38014924.128,-0.30166626
38014924.135,-0.14364624
38014924.138,-0.30885315
38014924.144,-0.37828064
38014924.147,-0.22026062
38014924.154,-0.02154541
38014924.156,-0.0023956299
38014924.164,0.02394104
38014924.166,-0.007171631
38014924.173,0.06465149
38014924.176,-0.06463623
38014924.183,0.07183838
38014924.188,-0.16519165
38014924.193,-0.39024353
38014924.198,-0.11251831
38014924.208,-0.11491394
38014924.218,-0.05984497
38014924.222,0.0287323
38014924.228,-0.05505371
38014924.232,0.14845276
38014924.238,-0.12210083
38014924.242,-0.17477417
38014924.247,-0.3471527
38014924.251,-0.19152832
38014924.256,-0.18434143
38014924.262,-0.22984314
38014924.267,-0.17237854
38014924.272,-0.46446228
38014924.276,-0.667984
38014924.28,-0.61769104
38014924.287,-0.65600586
38014924.291,-0.5602417
38014924.297,-0.61291504
38014924.301,-0.509964
38014924.307,-0.31602478
38014924.311,-0.19631958
38014924.316,0.04310608
38014924.321,-0.07661438
38014924.326,-0.16758728
38014924.33,-0.23223877
38014924.336,-0.28489685
38014924.339,-0.0622406
38014924.345,0.02633667
38014924.35,0.03352356
38014924.355,-0.007171631
38014924.358,-0.21786499
38014924.365,-0.24899292
38014924.368,-0.07182312
38014924.375,0.05027771
38014924.378,-0.05505371
38014924.385,-0.24420166
38014924.388,-0.28251648
38014924.395,-0.13406372
38014924.398,-0.04309082
38014924.405,-0.03590393
38014924.409,-0.32081604
38014924.415,-0.30166626
38014924.419,-0.22984314
38014924.429,-0.13406372
38014924.434,-0.08618164
38014924.439,-0.18913269
38014924.444,-0.16040039
38014924.449,-0.27293396
38014924.454,-0.2561798
38014924.459,-0.20350647
38014924.464,-0.0287323
38014924.469,-0.07901001
38014924.473,-0.13885498
38014924.478,-0.20350647
38014924.482,-0.24899292
38014924.488,-0.21786499
38014924.494,-0.16279602
38014924.496,-0.17477417
38014924.502,-0.12689209
38014924.508,-0.18913269
38014924.513,-0.19871521
38014924.518,-0.25138855
38014924.523,-0.22984314
38014924.528,-0.18434143
38014924.533,-0.14604187
38014924.538,-0.13645935
38014924.542,-0.25138855
38014924.547,-0.18196106
38014924.552,-0.18673706
38014924.556,-0.15800476
38014924.56,-0.1771698
38014924.567,-0.18913269
38014924.57,-0.18913269
38014924.577,-0.2106781
38014924.58,-0.21307373
38014924.587,-0.18434143
38014924.59,-0.18913269
38014924.597,-0.16758728
38014924.6,-0.16040039
38014924.606,-0.2059021
38014924.61,-0.17956543
38014924.616,-0.16519165
38014924.62,-0.15322876
38014924.626,-0.15083313
38014924.631,-0.18434143
38014924.642,-0.2106781
38014924.651,-0.21786499
38014924.654,-0.20111084
38014924.661,-0.22026062
38014924.665,-0.2106781
38014924.671,-0.20828247
38014924.674,-0.20111084
38014924.679,-0.07182312
38014924.685,1.9393158
38014924.69,1.0797882
38014924.695,5.7460938
38014924.7,-1.0031586
38014924.705,1.5346832
38014924.709,0.99598694
38014924.715,1.5921478
38014924.72,3.4668121
38014924.725,-1.5107422
38014924.729,4.9751587
38014924.734,3.4356842
38014924.74,4.805176
38014924.744,3.541031
38014924.75,2.27211
38014924.754,7.3813324
38014924.759,1.2713318
38014924.764,8.659836
38014924.769,0.5746155
38014924.772,9.514557
38014924.777,-2.5641785
38014924.782,9.830597
38014924.788,1.5706024
38014924.792,4.4173126
38014924.798,2.3702698
38014924.801,2.4851837
38014924.807,4.4771576
38014924.812,0.16041565
38014924.817,6.8833313
38014924.823,3.2537231
38014924.828,2.9424744
38014924.832,6.818695
38014924.836,1.9464874
38014924.843,4.3742065
38014924.847,1.0295105
38014924.853,4.4651947
38014924.861,3.739746
38014924.865,5.1044464
38014924.871,4.74292
38014924.876,1.4628601
38014924.881,7.2640076
38014924.886,3.3231506
38014924.892,3.7517242
38014924.897,2.719818
38014924.901,3.715805
38014924.905,0.31124878
38014924.912,5.2193604
38014924.915,4.1707
38014924.92,3.6032867
38014924.926,5.7221527
38014924.932,1.9057922
38014924.936,3.150772
38014924.941,-0.28729248
38014924.946,2.094925
