timestamp,acce_x
38016063.929,-1.0151367
38016063.933,-1.3215942
38016063.939,-1.4053955
38016063.943,-0.50756836
38016063.949,5.7293243
38016063.954,3.5146942
38016063.959,0.0574646
38016063.963,1.7693176
38016063.969,0.96487427
38016063.974,4.0174713
38016063.979,3.885788
38016063.984,2.4564514
38016063.989,5.2121887
38016063.993,-2.458847
38016063.998,6.114792
38016064.003,4.8746033
38016064.008,-1.4772186
38016064.013,9.727646
38016064.017,-2.6575623
38016064.022,10.527313
38016064.026,-2.1715393
38016064.031,8.602371
38016064.037,-0.59375
38016064.042,7.4938507
38016064.048,-0.16519165
38016064.051,6.4499817
38016064.055,1.869873
38016064.06,5.2744293
38016064.067,3.134018
38016064.071,4.1491547
38016064.076,2.03508
38016064.081,6.320694
38016064.086,0.55307007
38016064.092,4.2545013
38016064.097,1.0199432
38016064.102,1.4030151
38016064.106,4.2473145
38016064.111,-0.25138855
38016064.117,5.260071
38016064.122,1.8315735
38016064.131,5.185852
38016064.135,-0.21307373
38016064.141,5.774826
38016064.146,0.18435669
38016064.152,4.8554535
38016064.156,2.7940369
38016064.161,2.9041748
38016064.166,1.6927032
38016064.17,4.201828
38016064.175,3.1004944
38016064.18,-0.94810486
38016064.186,3.952835
38016064.19,1.414978
38016064.196,3.1483765
38016064.2,3.1483765
38016064.205,2.1045074
38016064.208,3.5984955
38016064.215,2.7174225
38016064.22,1.3934326
38016064.224,1.7214355
38016064.23,2.6671448
38016064.235,1.7956543
38016064.239,1.9225464
38016064.245,4.886566
38016064.249,1.4724426
38016064.254,1.8794556
38016064.258,3.7062225
38016064.263,1.652008
38016064.268,0.81881714
38016064.273,-2.05661
38016064.279,0.8116455
38016064.282,-2.2313843
38016064.289,0.21548462
38016064.292,0.21308899
38016064.298,2.1811218
38016064.302,0.9576874
38016064.307,2.1954956
38016064.313,5.6694794
38016064.318,1.4820099
38016064.323,1.687912
38016064.327,2.4133606
38016064.333,0.49560547
38016064.342,0.19393921
38016064.346,-1.7286072
38016064.353,-1.0941467
38016064.356,-1.9895782
38016064.363,-3.9791565
38016064.366,-0.9624634
38016064.371,-0.86190796
38016064.376,-3.7900085
38016064.382,2.0135345
