Error(m)
0.0
0.938
1.536
1.838
2.139
2.744
3.506
4.114
4.513
5.076
5.255
5.489
5.763
6.076
6.257
6.238
6.039
5.784
5.905
6.455
6.853
7.257
7.273
7.211
6.994
6.729
6.155
5.342
5.146
4.739
4.291
3.675
3.362
3.019
2.446
2.015
1.536
1.303
0.814
0.612
0.58
0.669
0.824
1.09
1.399
1.745
2.068
3.018
3.823
4.85
5.423
6.283
6.805
7.354
7.898
8.44
9.004
9.682
10.201
10.979
14.559
14.924
15.315
15.411
15.535
15.653
16.309
17.109
17.657
18.008
18.591
19.812
