timestamp,gyro_z
38016063.929,0.09597778
38016063.934,0.088516235
38016063.94,0.08106995
38016063.943,0.08319092
38016063.95,0.090652466
38016063.955,0.060821533
38016063.96,0.0778656
38016063.963,0.22593689
38016063.969,0.2312622
38016063.974,0.25897217
38016063.98,0.24511719
38016063.984,0.23872375
38016063.989,0.26322937
38016063.994,0.2642975
38016063.999,0.31010437
38016064.004,0.33459473
38016064.009,0.31436157
38016064.014,0.44752502
38016064.018,0.38467407
38016064.022,0.48266602
38016064.027,0.40704346
38016064.032,0.49119568
38016064.038,0.49545288
38016064.043,0.5497894
38016064.048,0.62435913
38016064.051,0.70318604
38016064.056,0.75431824
38016064.06,0.75857544
38016064.068,0.8214264
38016064.071,0.8597717
38016064.076,0.89385986
38016064.081,0.90345764
38016064.086,0.92155457
38016064.092,0.93647766
38016064.097,0.960968
38016064.102,1.037674
38016064.106,1.0579071
38016064.111,1.101593
38016064.117,1.1537933
38016064.122,1.1463318
38016064.132,1.1932068
38016064.136,1.2645721
38016064.142,1.3412781
38016064.146,1.3785553
38016064.152,1.4190369
38016064.156,1.3913422
38016064.161,1.4019928
38016064.166,1.4254303
38016064.17,1.40625
38016064.175,1.3647156
38016064.18,1.3306274
38016064.186,1.3860168
38016064.19,1.3753662
38016064.196,1.4318237
38016064.201,1.4019928
38016064.206,1.4243622
38016064.209,1.4126434
38016064.215,1.4392853
38016064.221,1.4786987
38016064.224,1.4637756
38016064.23,1.5213013
38016064.235,1.6065216
38016064.24,1.7023926
38016064.245,1.7375488
38016064.25,1.6789703
38016064.254,1.6565857
38016064.259,1.5841522
38016064.263,1.548996
38016064.268,1.5671082
38016064.273,1.5617828
38016064.279,1.62677
38016064.282,1.6832275
38016064.289,1.7929535
38016064.292,1.8536682
38016064.298,1.912262
38016064.302,1.8728485
38016064.307,1.8664551
38016064.313,1.8291626
38016064.319,1.8430176
38016064.323,1.8504639
38016064.327,1.8174438
38016064.334,1.7908173
38016064.342,1.7812347
38016064.347,1.7492676
38016064.353,1.7354279
38016064.357,1.6800232
38016064.364,1.6395416
38016064.366,1.609726
38016064.372,1.5969391
38016064.376,1.5106506
38016064.383,1.4446106
38016064.387,1.3508606
38016064.392,1.2358093
38016064.396,1.1782837
38016064.401,1.1154327
38016064.406,1.1250305
38016064.41,1.1335449
38016064.415,1.1932068
38016064.422,1.1857452
38016064.427,1.1932068
38016064.43,1.150589
38016064.435,1.0920105
38016064.44,1.0014496
38016064.445,0.9151764
38016064.45,0.86616516
38016064.456,0.86616516
38016064.46,0.8363342
38016064.465,0.8736267
38016064.47,0.88427734
38016064.474,0.95458984
38016064.48,1.021698
38016064.484,1.0898743
38016064.49,1.1495209
38016064.495,1.181488
38016064.501,1.2006531
38016064.505,1.1846771
38016064.51,1.1431427
38016064.515,1.1942749
38016064.52,1.2123718
38016064.525,1.1921387
38016064.529,1.2038574
38016064.534,1.1420746
38016064.54,1.2017212
38016064.545,1.164444
38016064.555,1.0664368
38016064.559,1.0014496
38016064.565,0.9300842
38016064.569,0.8736267
38016064.574,0.88853455
38016064.578,0.88002014
38016064.584,0.8746948
38016064.588,0.7969208
38016064.594,0.73939514
38016064.599,0.65205383
38016064.604,0.66163635
38016064.609,0.68826294
38016064.613,0.73620605
38016064.619,0.80651855
38016064.624,0.8299408
38016064.628,0.93859863
38016064.634,0.9247589
38016064.638,0.9567108
38016064.643,0.91729736
38016064.647,0.85658264
38016064.654,0.8246155
38016064.658,0.7425995
38016064.662,0.7298126
38016064.668,0.66482544
38016064.673,0.6456604
38016064.678,0.65737915
38016064.683,0.6414032
38016064.687,0.7063751
38016064.692,0.6946564
38016064.697,0.7276764
38016064.702,0.7511139
38016064.706,0.7330017
38016064.712,0.7500458
38016064.716,0.7244873
38016064.722,0.68933105
38016064.726,0.68614197
38016064.732,0.6445923
38016064.736,0.64245605
38016064.742,0.66696167
38016064.746,0.7021179
38016064.751,0.74046326
38016064.756,0.71276855
38016064.767,0.6967926
38016064.775,0.68826294
38016064.781,0.68507385
38016064.786,0.7010498
38016064.791,0.7340698
38016064.796,0.73727417
38016064.8,0.71383667
38016064.805,0.71170044
38016064.81,0.6776123
38016064.816,0.66696167
38016064.82,0.60943604
38016064.826,0.5721588
38016064.83,0.5710907
38016064.836,0.5210266
38016064.839,0.5007782
38016064.845,0.5061035
38016064.85,0.46029663
38016064.855,0.41981506
38016064.859,0.41023254
38016064.864,0.43048096
38016064.869,0.37721252
38016064.875,0.38893127
38016064.879,0.43899536
38016064.883,0.44006348
38016064.887,0.41662598
38016064.895,0.42408752
38016064.899,0.45603943
38016064.905,0.41236877
38016064.907,0.38679504
38016064.913,0.38786316
38016064.917,0.4134369
38016064.924,0.3750763
38016064.926,0.35910034
38016064.933,0.36335754
38016064.937,0.3985138
38016064.943,0.34951782
38016064.948,0.287735
38016064.953,0.26216125
38016064.956,0.2930603
38016064.963,0.30903625
38016064.968,0.26216125
38016064.978,0.27494812
38016064.987,0.2823944
38016064.993,0.23872375
38016064.998,0.22807312
38016065.002,0.2312622
38016065.012,0.27069092
38016065.016,0.24404907
38016065.022,0.23979187
38016065.026,0.2419281
38016065.032,0.25257874
38016065.037,0.27920532
38016065.042,0.29411316
38016065.047,0.25683594
38016065.051,0.20677185
38016065.057,0.13432312
38016065.061,0.1247406
38016065.066,0.20144653
38016065.071,0.28027344
38016065.075,0.2696228
38016065.081,0.23660278
38016065.086,0.18440247
38016065.091,0.18226624
38016065.096,0.21102905
38016065.101,0.2546997
38016065.106,0.2696228
38016065.111,0.24725342
38016065.116,0.19184875
38016065.12,0.15776062
38016065.126,0.15776062
38016065.129,0.14285278
38016065.135,0.14924622
38016065.138,0.18440247
38016065.144,0.20570374
38016065.149,0.19291687
38016065.155,0.16629028
38016065.159,0.1439209
38016065.164,0.12261963
38016065.17,0.13113403
38016065.174,0.15882874
38016065.181,0.17268372
38016065.19,0.13432312
38016065.199,0.16522217
38016065.204,0.20037842
38016065.209,0.23020935
38016065.213,0.23233032
38016065.218,0.2227478
38016065.224,0.21102905
38016065.229,0.20251465
38016065.234,0.16947937
38016065.239,0.13327026
38016065.243,0.114089966
38016065.249,0.10662842
38016065.252,0.09918213
38016065.258,0.09811401
38016065.262,0.11090088
38016065.267,0.12261963
38016065.273,0.13645935
38016065.278,0.14710999
38016065.283,0.15350342
38016065.287,0.14924622
38016065.293,0.1439209
38016065.298,0.13752747
38016065.302,0.14924622
38016065.308,0.14178467
38016065.312,0.08532715
38016065.318,0.022476196
38016065.322,-0.023330688
38016065.327,-0.028656006
38016065.33,-0.0073547363
38016065.336,0.024612427
38016065.341,0.053375244
38016065.346,0.067214966
38016065.351,0.06295776
38016065.357,0.051239014
38016065.36,0.03100586
38016065.366,-0.0030822754
38016065.371,-0.033981323
38016065.376,-0.05102539
38016065.381,-0.05102539
38016065.386,-0.03930664
38016065.391,-0.024398804
38016065.396,0.00010681152
38016065.401,0.022476196
38016065.411,0.048049927
38016065.416,0.049102783
38016065.421,0.057632446
38016065.426,0.059768677
38016065.431,0.043777466
38016065.435,0.01928711
38016065.44,-0.0030822754
38016065.445,-0.02758789
38016065.45,-0.03930664
38016065.455,-0.03504944
38016065.46,-0.022262573
38016065.465,-0.009475708
38016065.47,0.002243042
38016065.475,0.010757446
38016065.48,0.0118255615
38016065.485,0.0032958984
38016065.49,-0.0030822754
38016065.493,-0.0073547363
38016065.498,-0.0041503906
38016065.504,-0.0030822754
38016065.509,-0.006286621
38016065.515,-0.010543823
38016065.519,-0.01586914
38016065.524,-0.014801025
38016065.529,-0.005218506
38016065.534,0.0043640137
38016065.539,0.009689331
38016065.543,0.010757446
38016065.547,0.006500244
38016065.552,0.002243042
38016065.558,0.00010681152
38016065.561,0.0011749268
38016065.568,0.0032958984
38016065.572,0.002243042
38016065.577,0.00010681152
38016065.582,-0.002029419
38016065.588,-0.0009613037
38016065.593,-0.0009613037
38016065.597,0.002243042
38016065.602,0.002243042
38016065.607,-0.0009613037
38016065.613,-0.0009613037
38016065.623,-0.0009613037
38016065.627,-0.002029419
38016065.632,-0.0009613037
38016065.638,0.00010681152
38016065.642,0.00010681152
38016065.647,-0.0009613037
38016065.652,0.00010681152
38016065.657,0.0011749268
38016065.661,-0.0073547363
38016065.666,-0.025466919
38016065.671,0.026733398
38016065.676,-0.040374756
38016065.681,-0.03930664
38016065.686,0.08106995
38016065.691,0.123672485
38016065.696,0.18865967
38016065.701,0.22061157
38016065.706,0.21316528
38016065.711,0.26109314
38016065.716,0.2461853
38016065.721,0.22593689
38016065.726,0.1950531
38016065.731,0.16629028
38016065.736,0.15776062
38016065.741,0.1247406
38016065.745,0.13645935
38016065.75,0.08532715
38016065.754,0.12155151
38016065.759,0.08106995
38016065.764,0.0778656
38016065.769,0.04484558
38016065.774,0.0736084
38016065.78,0.09172058
38016065.783,0.0970459
38016065.79,0.11090088
38016065.793,0.059768677
