timestamp,acce_x
38015821.418,-0.3471527
38015821.423,-0.2753296
38015821.428,-0.30885315
38015821.433,-0.30645752
38015821.438,-0.32081604
38015821.443,-0.34954834
38015821.449,-0.33518982
38015821.453,-0.36151123
38015821.457,-0.37109375
38015821.462,-0.3543396
38015821.468,-0.36151123
38015821.472,-0.3543396
38015821.477,-0.3471527
38015821.484,-0.36869812
38015821.487,-0.32800293
38015821.492,-0.3471527
38015821.498,-0.3040619
38015821.502,-0.34954834
38015821.507,-0.33996582
38015821.512,-0.38067627
38015821.517,-0.36390686
38015821.521,-0.36869812
38015821.525,-0.40222168
38015821.531,-0.3950348
38015821.536,-0.33518982
38015821.541,-0.3663025
38015821.545,-0.35913086
38015821.551,-0.35194397
38015821.555,-0.31602478
38015821.56,-0.3375702
38015821.565,-0.3184204
38015821.57,-0.32800293
38015821.575,-0.3256073
38015821.581,-0.35194397
38015821.586,-0.3663025
38015821.596,-0.37828064
38015821.605,-0.35913086
38015821.61,-0.37348938
38015821.615,-0.3184204
38015821.621,-0.3375702
38015821.625,-0.37828064
38015821.63,-0.34475708
38015821.636,-0.33518982
38015821.639,-0.33996582
38015821.644,-0.33518982
38015821.649,-0.3950348
38015821.654,-0.3663025
38015821.659,-0.3256073
38015821.663,-0.3327942
38015821.668,-0.34236145
38015821.673,-0.34475708
38015821.678,-0.3471527
38015821.683,-0.32321167
38015821.688,-0.32321167
38015821.693,-0.35913086
38015821.7,-0.33996582
38015821.707,-0.31362915
38015821.709,-0.33039856
38015821.713,-0.3256073
38015821.718,-0.32800293
38015821.723,-0.36869812
38015821.727,-0.34954834
38015821.733,-0.3471527
38015821.737,-0.32081604
38015821.742,-0.34236145
38015821.747,-0.34236145
38015821.752,-0.3375702
38015821.757,-0.33518982
38015821.762,-0.3878479
38015821.766,-0.3663025
38015821.772,-0.34475708
38015821.777,-0.3543396
38015821.783,-0.37348938
38015821.788,-0.3471527
38015821.792,-0.3663025
38015821.798,-0.31123352
38015821.802,-0.32800293
38015821.808,-0.33996582
38015821.817,-0.35913086
38015821.822,-0.29927063
38015821.827,-0.35673523
38015821.831,-0.3830719
38015821.837,-0.34236145
38015821.84,-0.32321167
38015821.846,-0.30166626
38015821.85,-0.34475708
38015821.856,-0.3663025
38015821.86,-0.36151123
38015821.866,-0.34954834
38015821.87,-0.33996582
38015821.875,-0.35913086
38015821.88,-0.3327942
38015821.885,-0.36869812
38015821.89,-0.36869812
38015821.895,-0.38067627
38015821.9,-0.3471527
38015821.905,-0.35673523
38015821.91,-0.3471527
38015821.915,-0.36869812
38015821.919,-0.3543396
38015821.925,-0.36151123
38015821.93,-0.3663025
38015821.935,-0.33518982
38015821.939,-0.33996582
38015821.944,-0.38067627
38015821.949,-0.3375702
38015821.954,-0.37109375
38015821.959,-0.34475708
38015821.963,-0.36869812
38015821.969,-0.37109375
38015821.974,-0.35913086
38015821.978,-0.34236145
38015821.983,-0.38546753
38015821.989,-0.37828064
38015821.993,-0.37828064
38015821.998,-0.36390686
38015822.003,-0.35194397
38015822.008,-0.34475708
38015822.013,-0.3663025
38015822.019,-0.34954834
38015822.029,-0.38067627
38015822.038,-0.32081604
38015822.042,-0.35913086
38015822.048,-0.35194397
38015822.053,-0.30885315
38015822.058,-0.34236145
38015822.063,-0.35194397
38015822.067,-0.34475708
38015822.072,-0.33039856
38015822.077,-0.32321167
38015822.082,-0.31602478
38015822.087,-0.3543396
38015822.092,-0.32800293
38015822.097,-0.3375702
38015822.102,-0.37348938
38015822.106,-0.3471527
38015822.112,-0.33039856
38015822.117,-0.3543396
38015822.121,-0.34475708
38015822.126,-0.34954834
38015822.131,-0.35673523
38015822.137,-0.3830719
38015822.141,-0.34236145
38015822.146,-0.32800293
38015822.151,-0.3543396
38015822.158,-0.37348938
38015822.161,-0.3375702
38015822.166,-0.35673523
38015822.17,-0.34954834
38015822.176,-0.3543396
38015822.18,-0.28489685
38015822.185,-0.33039856
38015822.19,-0.3471527
38015822.195,-0.3375702
38015822.2,-0.3471527
38015822.205,-0.34954834
38015822.21,-0.36151123
38015822.215,-0.37348938
38015822.22,-0.32800293
38015822.225,-0.33518982
38015822.23,-0.37348938
38015822.24,-0.3543396
38015822.25,-0.32800293
38015822.255,-0.36869812
38015822.26,-0.35194397
38015822.264,-0.34475708
38015822.269,-0.3543396
38015822.274,-0.34236145
38015822.279,-0.3471527
38015822.284,-0.36151123
38015822.289,-0.36869812
38015822.293,-0.35913086
38015822.299,-0.375885
38015822.303,-0.35913086
38015822.308,-0.38067627
38015822.313,-0.3543396
38015822.32,-0.37828064
38015822.325,-0.36869812
38015822.329,-0.3663025
38015822.334,-0.37348938
38015822.338,-0.3663025
38015822.343,-0.3256073
38015822.348,-0.32321167
38015822.354,-0.34236145
38015822.358,-0.33518982
38015822.363,-0.3256073
38015822.368,-0.36151123
38015822.373,-0.37348938
38015822.377,-0.36151123
38015822.382,-0.3184204
38015822.387,-0.38546753
38015822.392,-0.3375702
38015822.397,-0.35673523
38015822.402,-0.33039856
38015822.407,-0.3830719
38015822.411,-0.34475708
38015822.417,-0.33996582
38015822.421,-0.32081604
38015822.427,-0.35194397
38015822.432,-0.34475708
38015822.437,-0.37348938
38015822.441,-0.3878479
38015822.446,-0.3256073
38015822.452,-0.3375702
38015822.461,-0.36390686
38015822.466,-0.30166626
38015822.476,-0.36390686
38015822.481,-0.3256073
38015822.486,-0.33996582
38015822.491,-0.35673523
38015822.496,-0.29927063
38015822.502,-0.33518982
38015822.506,-0.32321167
38015822.51,-0.34236145
38015822.515,-0.34954834
38015822.521,-0.3543396
38015822.525,-0.35194397
38015822.53,-0.3543396
38015822.536,-0.3543396
38015822.54,-0.37109375
38015822.545,-0.38067627
38015822.55,-0.30885315
38015822.555,-0.3375702
38015822.56,-0.3878479
38015822.565,-0.38067627
38015822.569,-0.33518982
38015822.574,-0.3184204
38015822.579,-0.3663025
