X(m),Y(m)
183.1,42.8
183.1,45.2
183.1,47.6
183.1,50
183.1,52.4
183.1,54.8
183.1,57.65
183.1,60.05
183.1,62.45
183.1,65.05
183.1,68.25
183.1,70.65
183.1,73.05
183.1,75.45
183.1,77.85
183.1,80.25
183.1,82.65
183.1,85.05
183.1,87.45
