timestamp,gyro_z
38016150.634,1.5671387
38016150.639,1.4286499
38016150.644,1.4052277
38016150.649,1.4222717
38016150.654,1.4510345
38016150.659,1.5415802
38016150.664,1.5756683
38016150.668,1.6001587
38016150.673,1.6150818
38016150.679,1.5628815
38016150.684,1.5383759
38016150.688,1.5277252
38016150.692,1.490448
38016150.697,1.3871155
38016150.703,1.316803
38016150.708,1.2955017
38016150.713,1.3210602
38016150.718,1.3519592
38016150.723,1.3785858
38016150.728,1.3455658
38016150.732,1.3349152
38016150.739,1.3327789
38016150.741,1.2795258
38016150.747,1.1932373
38016150.75,1.1665955
38016150.757,1.1538239
38016150.76,1.1474304
38016150.767,1.0771179
38016150.77,1.0515594
38016150.776,1.064331
38016150.781,1.1101379
38016150.786,1.158081
38016150.791,1.1676636
38016150.796,1.2017517
38016150.801,1.1570129
38016150.812,1.0675354
38016150.82,1.1239929
38016150.825,1.1218567
38016150.83,1.1314545
38016150.835,1.1335754
38016150.839,1.108017
38016150.844,1.1133423
38016150.849,1.0962982
38016150.854,1.0536804
38016150.859,1.0494232
38016150.864,1.0089417
38016150.869,1.0078735
38016150.873,1.0174713
38016150.879,1.061142
38016150.883,1.1122742
38016150.888,1.1697998
38016150.893,1.1868439
38016150.9,1.2038879
38016150.905,1.2134705
38016150.91,1.1815186
38016150.914,1.204956
38016150.918,1.1815186
38016150.923,1.158081
38016150.93,1.0930939
38016150.935,1.0345154
38016150.94,0.93011475
38016150.944,0.9194641
38016150.949,0.8193207
38016150.952,0.83636475
38016150.959,0.80441284
38016150.962,0.8672638
38016150.969,0.8630066
38016150.972,0.87898254
38016150.979,0.8438263
38016150.983,0.7831116
38016150.988,0.7362366
38016150.993,0.7330322
38016150.998,0.70428467
38016151.003,0.7000122
38016151.007,0.6893616
38016151.013,0.7373047
38016151.023,0.89282227
38016151.033,1.0632782
38016151.037,1.1154633
38016151.042,1.1239929
38016151.047,1.0813751
38016151.052,0.9929657
38016151.056,0.9482269
38016151.062,0.8406372
38016151.067,0.7948303
38016151.072,0.73091125
38016151.077,0.69789124
38016151.082,0.70640564
38016151.087,0.7277069
38016151.092,0.7596741
38016151.096,0.728775
38016151.102,0.80867004
38016151.106,0.7596741
38016151.11,0.7799072
38016151.115,0.76179504
38016151.121,0.70961
38016151.125,0.7522125
38016151.13,0.6946869
38016151.135,0.72132874
38016151.141,0.68084717
38016151.146,0.64675903
38016151.151,0.68403625
38016151.155,0.5839081
38016151.164,0.61479187
38016151.164,0.5839081
38016151.175,0.5700531
38016151.18,0.53170776
38016151.185,0.5444946
38016151.19,0.55300903
38016151.194,0.5210571
38016151.205,0.48590088
38016151.215,0.45606995
38016151.218,0.45288086
38016151.225,0.44755554
38016151.229,0.47950745
38016151.235,0.48057556
38016151.239,0.49015808
38016151.244,0.5104065
38016151.249,0.48908997
38016151.254,0.46139526
38016151.259,0.46032715
38016151.264,0.43263245
38016151.269,0.4486084
38016151.274,0.45500183
38016151.278,0.4358368
38016151.283,0.4688568
38016151.288,0.48483276
38016151.294,0.426239
38016151.298,0.40707397
38016151.303,0.42304993
38016151.307,0.41026306
38016151.313,0.3665924
38016151.317,0.3974762
38016151.323,0.42944336
38016151.328,0.45393372
38016151.333,0.48483276
38016151.338,0.5104065
38016151.343,0.49015808
38016151.347,0.47843933
38016151.352,0.48590088
38016151.357,0.47843933
38016151.363,0.47950745
38016151.365,0.46565247
38016151.372,0.48057556
38016151.376,0.4965515
38016151.382,0.48057556
38016151.386,0.45181274
