userid,floorid,timestamp,acce_x,acce_y,acce_z
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868172,-0.25138855,0.0622406,9.878479
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868174,-0.16998291,0.0861969,9.832993
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868182,-0.18913269,0.1771698,9.835388
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868189,-0.17477417,0.21786499,9.840179
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868193,-0.2059021,0.21546936,9.797073
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868197,-0.22026062,0.2753296,9.799469
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868202,-0.18434143,0.27053833,9.78511
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868207,-0.22265625,0.28012085,9.765961
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868211,-0.22265625,0.22265625,9.74202
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868216,-0.21307373,0.21308899,9.765961
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868221,-0.2394104,0.15562439,9.792297
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868226,-0.19392395,0.12689209,9.904816
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868231,-0.20111084,0.11491394,9.907211
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868236,-0.20828247,0.07182312,9.854538
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868241,-0.16040039,0.11251831,9.873688
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868245,-0.20828247,0.14364624,9.828201
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868252,-0.15083313,0.10534668,9.847366
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868256,-0.2059021,0.13407898,9.818634
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868261,-0.23223877,0.16519165,9.794693
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868266,-0.20350647,0.24899292,9.789902
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868271,-0.21546936,0.23942566,9.8090515
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868276,-0.21307373,0.20350647,9.773132
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868281,-0.20828247,0.21546936,9.8090515
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868286,-0.23701477,0.2561798,9.818634
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868290,-0.2106781,0.2059021,9.787506
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868295,-0.22744751,0.13407898,9.777924
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868300,-0.20828247,0.19392395,9.849747
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868305,-0.20111084,0.11013794,9.859329
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868310,-0.19631958,0.12689209,9.842575
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868315,-0.1771698,0.1197052,9.888062
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868320,-0.17956543,0.13407898,9.888062
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868325,-0.2059021,0.10534668,9.868912
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868330,-0.19871521,0.15322876,9.861725
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868336,-0.25138855,0.16041565,9.813843
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868340,-0.23223877,0.1771698,9.806656
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868345,-0.22505188,0.22984314,9.797073
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868349,-0.22505188,0.21786499,9.80426
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868355,-0.24180603,0.24420166,9.8090515
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868360,-0.22505188,0.20350647,9.854538
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868365,-0.19871521,0.22026062,9.811447
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868370,-0.18913269,0.14604187,9.82341
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868375,-0.19392395,0.18435669,9.832993
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868380,-0.21307373,0.13647461,9.832993
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868386,-0.19152832,0.17956543,9.82103
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868394,-0.20350647,0.12449646,9.873688
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868399,-0.21786499,0.17477417,9.868912
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868405,-0.20350647,0.17237854,9.868912
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868410,-0.20350647,0.14604187,9.832993
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868414,-0.22505188,0.19871521,9.82341
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868419,-0.21786499,0.2059021,9.811447
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868424,-0.20350647,0.21069336,9.797073
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868429,-0.24420166,0.1771698,9.828201
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868434,-0.13166809,0.17477417,9.825806
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868439,-0.20828247,0.2059021,9.849747
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868444,-0.2059021,0.16041565,9.866516
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868448,-0.20111084,0.24180603,9.835388
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868454,-0.22984314,0.16758728,9.840179
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868458,-0.21546936,0.15083313,9.840179
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868464,-0.22984314,0.16758728,9.830597
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868472,-0.2059021,0.15562439,9.832993
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868473,-0.18913269,0.15083313,9.842575
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868478,-0.20828247,0.13407898,9.876083
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868483,-0.19871521,0.12689209,9.840179
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868488,-0.21546936,0.22505188,9.828201
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868492,-0.21307373,0.1771698,9.82341
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868497,-0.18196106,0.20350647,9.842575
bXNtODk1Mi0xNjA1LUEwMQ==,1305,1527943868502,-0.21786499,0.21786499,9.8090515
